onset	duration	value	event	stim_file
5655	0	20	cross/white	n/a
6022	0	20	cross/white	n/a
6390	0	20	cross/white	n/a
6667	0	111	button_press	n/a
7124	0	20	cross/white	n/a
7293	0	111	button_press	n/a
7859	0	20	cross/white	n/a
8046	0	111	button_press	n/a
8594	0	20	cross/white	n/a
8961	0	20	cross/white	n/a
9328	0	20	cross/white	n/a
9575	0	111	button_press	n/a
10063	0	20	cross/white	n/a
10430	0	20	cross/white	n/a
10611	0	111	button_press	n/a
11165	0	20	cross/white	n/a
11532	0	20	cross/white	n/a
11900	0	20	cross/white	n/a
12093	0	111	button_press	n/a
12634	0	20	cross/white	n/a
12870	0	111	button_press	n/a
13369	0	20	cross/white	n/a
13736	0	20	cross/white	n/a
14104	0	20	cross/white	n/a
14309	0	111	button_press	n/a
14838	0	20	cross/white	n/a
15206	0	20	cross/white	n/a
15387	0	111	button_press	n/a
15940	0	20	cross/white	n/a
16169	0	111	button_press	n/a
16771	0	200	feedback	n/a
17060	0	20	cross/white	n/a
17428	0	20	cross/white	n/a
17795	0	20	cross/white	n/a
18163	0	20	cross/white	n/a
18530	0	20	cross/white	n/a
18897	0	20	cross/white	n/a
19090	0	111	button_press	n/a
19512	0	111	button_press	n/a
20011	0	20	cross/white	n/a
20379	0	20	cross/white	n/a
20746	0	20	cross/white	n/a
21113	0	20	cross/white	n/a
21372	0	111	button_press	n/a
21728	0	111	button_press	n/a
22215	0	20	cross/white	n/a
22583	0	20	cross/white	n/a
22950	0	20	cross/white	n/a
23317	0	20	cross/white	n/a
23534	0	111	button_press	n/a
24052	0	20	cross/white	n/a
24245	0	111	button_press	n/a
24787	0	20	cross/white	n/a
25154	0	20	cross/white	n/a
25521	0	20	cross/white	n/a
25768	0	111	button_press	n/a
26142	0	111	button_press	n/a
26623	0	20	cross/white	n/a
26991	0	20	cross/white	n/a
27232	0	111	button_press	n/a
27725	0	20	cross/white	n/a
28093	0	200	feedback	n/a
28478	0	20	cross/white	n/a
28755	0	111	button_press	n/a
29213	0	20	cross/white	n/a
29580	0	20	cross/white	n/a
29947	0	20	cross/white	n/a
30315	0	20	cross/white	n/a
30520	0	111	button_press	n/a
31049	0	20	cross/white	n/a
31417	0	20	cross/white	n/a
31784	0	20	cross/white	n/a
32151	0	20	cross/white	n/a
32519	0	20	cross/white	n/a
32712	0	111	button_press	n/a
33253	0	20	cross/white	n/a
33470	0	111	button_press	n/a
33988	0	20	cross/white	n/a
34355	0	20	cross/white	n/a
34723	0	20	cross/white	n/a
34940	0	111	button_press	n/a
35457	0	20	cross/white	n/a
35680	0	111	button_press	n/a
36192	0	20	cross/white	n/a
36559	0	20	cross/white	n/a
36758	0	111	button_press	n/a
37294	0	20	cross/white	n/a
37661	0	20	cross/white	n/a
37872	0	111	button_press	n/a
38396	0	20	cross/white	n/a
38763	0	20	cross/white	n/a
39131	0	20	cross/white	n/a
39342	0	111	button_press	n/a
39498	111	200	feedback	n/a
40576	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
40708	0	20	cross/white	n/a
41250	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
41347	0	20	cross/white	n/a
41407	0	111	button_press	n/a
41858	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
41967	0	20	cross/white	n/a
41974	20	111	button_press	n/a
42503	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
42629	0	20	cross/white	n/a
43141	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
43225	0	20	cross/white	n/a
43749	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
43882	0	20	cross/white	n/a
44430	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
44544	0	20	cross/white	n/a
44581	0	111	button_press	n/a
45068	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
45177	0	20	cross/white	n/a
45213	0	111	button_press	n/a
45688	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
45791	0	20	cross/white	n/a
45798	20	111	button_press	n/a
46309	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
46423	0	20	cross/white	n/a
46453	0	111	button_press	n/a
46971	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
47091	0	20	cross/white	n/a
47516	0	111	button_press	n/a
47742	0	20	cross/white	n/a
48284	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
48940	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
49037	0	20	cross/white	n/a
49554	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
49669	0	20	cross/white	n/a
50169	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
50253	0	20	cross/white	n/a
50759	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
50879	0	20	cross/white	n/a
50952	0	111	button_press	n/a
51403	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
51499	0	20	cross/white	n/a
51999	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
52102	0	20	cross/white	n/a
52601	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
52686	0	20	cross/white	n/a
53174	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
53276	0	20	cross/white	n/a
53794	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
53908	0	20	cross/white	n/a
54414	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
54504	0	20	cross/white	n/a
55016	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
55137	0	20	cross/white	n/a
55679	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
55799	0	20	cross/white	n/a
55859	0	111	button_press	n/a
56353	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
56480	0	20	cross/white	n/a
57003	0	32	red/happy/standard/2	SHINEd_037_y_m_h_a.jpg
57100	0	20	cross/white	n/a
57192	0	111	button_press	n/a
57612	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
57714	0	20	cross/white	n/a
58262	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
58394	0	20	cross/white	n/a
58954	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
59081	0	20	cross/white	n/a
59605	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
59701	0	20	cross/white	n/a
60213	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
60327	0	20	cross/white	n/a
60827	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
60912	0	20	cross/white	n/a
61423	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
61550	0	20	cross/white	n/a
62092	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
62206	0	20	cross/white	n/a
62754	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
62887	0	20	cross/white	n/a
63423	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
63525	0	20	cross/white	n/a
64049	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
64163	0	20	cross/white	n/a
64699	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
64820	0	20	cross/white	n/a
65350	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
65452	0	20	cross/white	n/a
65982	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
66108	0	20	cross/white	n/a
66626	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
66717	0	20	cross/white	n/a
67235	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
67361	0	20	cross/white	n/a
67921	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
68054	0	20	cross/white	n/a
68614	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
68740	0	20	cross/white	n/a
69258	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
69348	0	20	cross/white	n/a
69824	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
69908	0	20	cross/white	n/a
70396	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
70498	0	20	cross/white	n/a
71004	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
71107	0	20	cross/white	n/a
71606	0	15	red/angry/standard/5	SHINEd_010_y_f_a_a.jpg
71703	0	20	cross/white	n/a
71854	0	111	button_press	n/a
72215	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
72317	0	20	cross/white	n/a
72823	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
72925	0	20	cross/white	n/a
73455	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
73576	0	20	cross/white	n/a
74124	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
74250	0	20	cross/white	n/a
74792	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
74888	0	20	cross/white	n/a
75406	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
75527	0	20	cross/white	n/a
76057	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
76159	0	20	cross/white	n/a
76689	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
76809	0	20	cross/white	n/a
77315	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
77399	0	20	cross/white	n/a
77917	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
78050	0	20	cross/white	n/a
78598	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
78706	0	20	cross/white	n/a
79242	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
79363	0	20	cross/white	n/a
79868	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
79953	0	20	cross/white	n/a
80428	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
80519	0	20	cross/white	n/a
81006	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
81103	0	20	cross/white	n/a
81585	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
81669	0	20	cross/white	n/a
82169	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
82283	0	20	cross/white	n/a
82344	0	111	button_press	n/a
82831	0	36	red/happy/standard/6	SHINEd_028_y_f_h_a.jpg
82964	0	20	cross/white	n/a
83048	0	111	button_press	n/a
83530	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
83662	0	20	cross/white	n/a
84198	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
84300	0	20	cross/white	n/a
84794	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
84879	0	20	cross/white	n/a
85396	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
85523	0	20	cross/white	n/a
86041	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
86131	0	20	cross/white	n/a
86649	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
86775	0	20	cross/white	n/a
87293	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
87384	0	20	cross/white	n/a
87877	0	12	red/angry/standard/2	SHINEd_028_y_f_a_b.jpg
87968	0	20	cross/white	n/a
88064	0	111	button_press	n/a
88474	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
88588	0	20	cross/white	n/a
89100	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
89190	0	20	cross/white	n/a
89690	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
89798	0	20	cross/white	n/a
90328	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
90449	0	20	cross/white	n/a
91003	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
91129	0	20	cross/white	n/a
91665	0	31	red/happy/deviant/1	SHINEd_010_y_f_h_a.jpg
91768	0	20	cross/white	n/a
91864	0	111	button_press	n/a
92261	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
92352	0	20	cross/white	n/a
92846	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
92948	0	20	cross/white	n/a
93454	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
93556	0	20	cross/white	n/a
94062	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
94164	0	20	cross/white	n/a
94237	0	111	button_press	n/a
94688	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
94809	0	20	cross/white	n/a
95351	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
95471	0	20	cross/white	n/a
96001	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
96103	0	20	cross/white	n/a
96621	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
96736	0	20	cross/white	n/a
97284	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
97416	0	20	cross/white	n/a
97940	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
98024	0	20	cross/white	n/a
98542	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
98675	0	20	cross/white	n/a
99192	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
99277	0	20	cross/white	n/a
99789	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
99915	0	20	cross/white	n/a
100445	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
100547	0	20	cross/white	n/a
101047	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
101138	0	20	cross/white	n/a
101619	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
101710	0	20	cross/white	n/a
102210	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
102312	0	20	cross/white	n/a
102818	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
102914	0	20	cross/white	n/a
103426	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
103540	0	20	cross/white	n/a
104046	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
104136	0	20	cross/white	n/a
104618	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
104708	0	20	cross/white	n/a
105220	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
105341	0	20	cross/white	n/a
105907	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
106033	0	20	cross/white	n/a
106587	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
106714	0	20	cross/white	n/a
106786	0	111	button_press	n/a
107232	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
107322	0	20	cross/white	n/a
107816	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
107912	0	20	cross/white	n/a
108412	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
108514	0	20	cross/white	n/a
109038	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
109159	0	20	cross/white	n/a
109664	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
109749	0	20	cross/white	n/a
110261	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
110387	0	20	cross/white	n/a
110941	0	33	red/happy/standard/3	SHINEd_008_y_m_h_b.jpg
111062	0	20	cross/white	n/a
111182	0	111	button_press	n/a
111616	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
111748	0	20	cross/white	n/a
112266	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
112350	0	20	cross/white	n/a
112844	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
112952	0	20	cross/white	n/a
113464	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
113555	0	20	cross/white	n/a
114079	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
114211	0	20	cross/white	n/a
114753	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
114861	0	20	cross/white	n/a
115391	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
115512	0	20	cross/white	n/a
116036	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
116132	0	20	cross/white	n/a
116638	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
116746	0	20	cross/white	n/a
